Codigo_Punto,Latitud,Longitud,Fuerza_Comercial
28471,4.55821379,-74.09839356,VALE+
49453,4.6358860,-74.1708952,VALE+
59979,8.742206,-75.895991,REVAL
72267,3.2318084,-76.4199336,VALE+
30561,6.3360820,-75.5589201,VALE+
39706,11.5496675,-72.9094641,REVAL
59553,7.1209392,-72.5013550,REVAL
76867,6.2903372,-75.5921987,VALE+
24503,7.9133597,-72.4997097,REVAL
55730,2.8924848,-75.2541880,REVAL
70513,1.6726903,-78.141849,VALE+
76420,4.2967901,-74.4562686,VALE+
23376,5.7392546,-72.9157287,REVAL
67219,3.14244248,-74.2116856,REVAL
75510,6.1895033,-75.5943958,VALE+
36855,6.4913044,-74.4009980,VALE+
49244,4.6933047222,-74.118380,VALE+
63285,9.8000199,-74.3912643,REVAL
76998,6.2423189,-75.5923761,VALE+
18575,0.4228441,-76.9053069,REVAL
35951,6.2896491,-75.5642389,VALE+
40643,7.9187009,-72.5262776,REVAL
72537,4.6159447,-74.1447758,VALE+
77717,6.1755166,-75.3337048,VALE+
48449,10.4374977,-75.5213602,REVAL
63027,10.6103145,-74.2677616,REVAL
71769,3.5104588,-76.3013166,VALE+
77204,5.8831897,-71.8935626,REVAL
31084,4.4389235,-75.1886803,REVAL
69394,3.9842287,-73.7691227,REVAL
75519,10.3848950,-73.1783742,REVAL
22471,10.4672860,-73.2438267,REVAL
38002,9.7380104,-75.5241561,REVAL
51065,6.461178,-75.5566156,VALE+
63273,10.4129921,-73.5895481,REVAL
77013,0.8628652,-77.7273800,VALE+
24741,6.22861738,-75.56198703,VALE+
39498,2.7713388,-77.665154,VALE+
40869,4.3346694,-74.364613,VALE+
72695,4.5732845,-74.2378777,VALE+
49661,4.6430269,-74.1016565,REVAL
64288,1.090840000,-77.620910000,VALE+
75444,7.9095405,-72.4911741,REVAL
38510,3.45292611,-76.52789,VALE+
71799,6.2801203,-75.6111951,VALE+
76509,6.1793704,-67.4993284,REVAL
27266,7.3794268,-72.6470421,REVAL
42175,1.6113559,-75.6030518,REVAL
54888,1.6719739,-78.1406007,VALE+
71130,7.9422942,-72.5175124,REVAL
24849,7.0906705,-73.1371316,REVAL
39674,4.5466746,-75.6661305,VALE+
54160,4.166935833,-76.385766944,VALE+
73719,7.0264697,-74.6932047,VALE+
24509,5.4094589,-73.2955166,REVAL
53155,4.67890620,-74.150524400,VALE+
70509,1.2042535,-77.2589831,VALE+
76225,3.4652285,-76.5286742,VALE+
53862,5.5497668,-73.3639936,REVAL
74523,10.9582398,-74.8257592,REVAL
76610,8.9447951,-75.4365102,REVAL
